LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,predicted_price
3480,163.0,0.0,0.0,1405.0,1405.0,1405,0,0,1405,2,2,6,478.0,148,36,0,0,0,203416.94745261682
10928,0.0,0.0,0.0,728.0,728.0,728,728,0,1456,2,3,8,390.0,100,0,0,0,0,170384.89808410054
8918,0.0,0.0,0.0,745.0,745.0,745,745,0,1490,2,3,7,392.0,36,20,0,0,0,163925.2365905606
3182,16.0,16.0,0.0,1204.0,1220.0,1220,0,0,1220,2,2,5,397.0,100,16,0,0,0,169047.0903453702
9434,0.0,0.0,0.0,384.0,384.0,744,630,0,1374,2,3,6,400.0,100,0,0,0,0,141646.48401236322
7984,200.0,0.0,0.0,868.0,868.0,868,762,0,1630,2,3,7,436.0,120,48,0,0,0,189873.50338492764
10125,0.0,0.0,0.0,846.0,846.0,846,748,0,1594,2,3,7,434.0,300,48,0,0,0,187895.573066542
8965,0.0,652.0,0.0,130.0,782.0,806,683,0,1489,2,3,8,400.0,0,75,0,0,0,177540.77219408407
8174,0.0,494.0,0.0,204.0,698.0,698,644,0,1342,2,3,7,393.0,100,56,0,0,0,164072.98266915182
12891,0.0,651.0,0.0,219.0,870.0,878,1126,0,2004,2,4,8,644.0,0,48,0,0,0,208096.02290791683
9734,0.0,241.0,113.0,30.0,384.0,744,630,0,1374,2,3,7,400.0,0,0,0,0,0,144972.4896513522
8433,0.0,683.0,0.0,111.0,794.0,819,695,0,1514,2,3,7,394.0,0,72,0,0,0,173111.2242223563
7750,0.0,0.0,0.0,384.0,384.0,774,656,0,1430,2,3,7,400.0,0,0,0,0,0,144884.59290224663
15896,210.0,913.0,0.0,264.0,1177.0,1223,1089,0,2312,2,4,8,658.0,298,0,0,0,0,257231.26551177763
7848,0.0,0.0,0.0,384.0,384.0,774,656,0,1430,2,3,7,410.0,0,0,0,0,0,145643.3894938594
12720,150.0,1173.0,0.0,282.0,1455.0,1466,1221,0,2687,2,4,10,810.0,252,30,0,0,0,304886.16512850695
10750,634.0,236.0,1526.0,262.0,2024.0,2063,0,0,2063,2,3,7,815.0,182,56,0,0,0,282583.8167444477
9085,286.0,816.0,0.0,254.0,1070.0,1094,967,0,2061,2,3,7,647.0,296,102,209,0,0,245664.80074646225
11692,372.0,624.0,0.0,549.0,1173.0,1215,1017,0,2232,2,3,8,623.0,173,165,0,0,0,267810.5221737423
11194,240.0,0.0,0.0,1696.0,1696.0,1696,0,0,1696,2,3,7,972.0,120,56,0,0,0,254325.30935157297
10206,294.0,0.0,0.0,1614.0,1614.0,1658,0,0,1658,2,3,7,726.0,144,44,0,0,0,234566.327073011
10130,260.0,1294.0,0.0,408.0,1702.0,1702,0,0,1702,2,3,7,844.0,0,69,0,0,0,255361.96316795773
9139,206.0,379.0,0.0,1043.0,1422.0,1432,0,0,1432,2,3,7,492.0,297,50,0,0,0,208975.50248044127
11128,198.0,2158.0,0.0,300.0,2458.0,2490,0,0,2490,2,2,9,795.0,70,226,0,0,0,353713.606773549
7993,0.0,0.0,0.0,1436.0,1436.0,1436,0,0,1436,2,3,6,529.0,0,121,0,0,0,181313.26851783972
8640,0.0,0.0,0.0,1402.0,1402.0,1402,0,0,1402,2,3,7,625.0,205,126,0,0,0,201177.33923840176
12606,120.0,0.0,0.0,1530.0,1530.0,1530,0,0,1530,2,3,7,984.0,212,136,0,0,0,243788.12929364535
7500,238.0,24.0,0.0,1348.0,1372.0,1448,0,0,1448,2,2,6,692.0,0,140,0,0,0,219242.69590964992
10603,121.0,682.0,0.0,218.0,900.0,909,886,0,1795,2,3,8,782.0,168,45,0,0,0,237695.6077690973
8125,288.0,0.0,0.0,1836.0,1836.0,1836,0,0,1836,2,3,8,517.0,0,175,0,0,0,235460.04167802338
10625,0.0,1430.0,0.0,222.0,1652.0,1662,0,0,1662,2,3,8,711.0,168,120,0,0,0,247618.52685490882
8736,0.0,771.0,360.0,422.0,1553.0,1553,0,0,1553,2,3,6,588.0,192,88,0,0,0,209675.74453849808
8127,0.0,410.0,0.0,402.0,812.0,812,841,0,1653,2,3,6,628.0,0,45,0,0,0,189010.69932734538
9605,0.0,0.0,0.0,1218.0,1218.0,1218,0,0,1218,1,3,6,576.0,0,178,0,0,0,149127.3717196062
7500,0.0,54.0,0.0,1087.0,1141.0,1141,0,0,1141,1,3,6,484.0,182,0,0,0,0,141339.6871574472
7500,0.0,0.0,0.0,1158.0,1158.0,1158,0,0,1158,1,3,5,0.0,0,50,0,0,0,93479.5162131533
10628,0.0,0.0,0.0,835.0,835.0,871,941,0,1812,2,3,8,478.0,146,91,0,0,0,201645.4901275096
10141,264.0,516.0,774.0,222.0,1512.0,1512,0,0,1512,2,3,6,845.0,210,36,0,0,0,231229.93067739255
13072,0.0,0.0,0.0,1114.0,1114.0,1114,0,0,1114,1,3,6,576.0,248,102,0,0,0,151981.55390691306
13072,0.0,0.0,0.0,1114.0,1114.0,1114,0,0,1114,1,3,6,0.0,0,39,0,0,0,97127.60763635108
12450,0.0,836.0,0.0,278.0,1114.0,1114,0,0,1114,2,3,6,576.0,0,42,0,0,0,169242.18253307752
7328,140.0,0.0,0.0,1450.0,1450.0,1450,0,0,1450,2,2,6,788.0,0,93,0,0,0,223990.72506577882
11492,132.0,637.0,0.0,276.0,913.0,913,1209,0,2122,2,4,8,559.0,0,74,0,0,0,214714.59514911438
7703,0.0,52.0,364.0,400.0,816.0,833,897,0,1730,2,3,6,528.0,0,91,0,0,168,192195.9914447678
7175,0.0,0.0,0.0,1332.0,1332.0,1332,0,0,1332,2,2,5,542.0,0,60,0,0,0,184743.64224026454
9109,0.0,36.0,596.0,122.0,754.0,754,786,0,1540,2,3,6,495.0,140,32,0,0,0,170789.31422976585
10274,141.0,331.0,0.0,345.0,676.0,698,702,0,1400,2,3,6,465.0,0,48,0,0,0,165657.09405547768
8250,0.0,0.0,0.0,0.0,0.0,964,918,0,1882,2,4,8,612.0,0,0,0,0,0,155543.46139296942
9750,0.0,68.0,884.0,28.0,980.0,980,0,0,980,1,3,5,400.0,0,28,0,0,0,105213.18623683401
8499,0.0,660.0,0.0,204.0,864.0,864,0,0,864,1,3,5,732.0,0,312,0,0,0,137653.05697866724
9079,0.0,864.0,0.0,0.0,864.0,864,0,0,864,1,2,5,440.0,158,0,0,0,0,137326.51491785003
9316,0.0,544.0,0.0,480.0,1024.0,1020,0,0,1020,2,3,5,288.0,171,0,0,0,0,138243.68915262652
7791,0.0,624.0,0.0,288.0,912.0,912,0,0,912,1,3,6,300.0,0,0,0,0,0,108543.65790209382
7150,60.0,140.0,590.0,182.0,912.0,912,0,0,912,1,3,6,252.0,0,0,0,0,0,98572.90218633562
15676,115.0,1733.0,92.0,189.0,2014.0,2014,0,0,2014,2,2,6,864.0,462,0,0,255,0,326014.2320868049
11949,196.0,601.0,216.0,158.0,975.0,975,780,0,1755,2,3,7,524.0,502,60,0,0,0,229764.51336867997
2880,0.0,0.0,0.0,1376.0,1376.0,1376,1629,0,3005,2,3,9,704.0,0,177,0,0,0,293592.08384819515
3830,280.0,0.0,0.0,1726.0,1726.0,1726,0,0,1726,2,2,6,561.0,0,254,0,0,0,236517.84170372
4217,252.0,962.0,0.0,183.0,1145.0,1256,0,0,1256,1,1,5,641.0,0,169,0,0,0,201746.07422425304
2998,513.0,507.0,0.0,249.0,756.0,756,756,0,1512,2,2,4,440.0,0,32,0,0,0,193169.13825917733
3768,218.0,549.0,0.0,142.0,691.0,713,739,0,1452,2,3,6,506.0,0,34,0,0,0,175403.7667685252
14694,450.0,1252.0,136.0,306.0,1694.0,1694,0,0,1694,2,2,5,642.0,501,120,0,225,0,290023.04594980145
15417,0.0,121.0,0.0,1619.0,1740.0,1740,0,0,1740,1,2,7,540.0,228,20,218,0,0,210294.26687674643
9600,200.0,0.0,0.0,392.0,392.0,1487,1012,0,2499,2,4,5,527.0,0,64,0,0,0,182043.9958105641
12732,0.0,560.0,42.0,150.0,752.0,1285,782,0,2067,2,3,7,784.0,297,40,0,0,0,235293.21865686492
10400,256.0,0.0,0.0,932.0,932.0,1271,1369,0,2640,2,5,8,515.0,0,120,0,0,168,227343.55003379224
9600,128.0,553.0,147.0,588.0,1288.0,1336,0,0,1336,2,3,6,502.0,312,11,0,0,0,193175.12184774087
9000,200.0,955.0,0.0,261.0,1216.0,1216,0,0,1216,1,3,5,336.0,0,0,0,0,0,140993.48383613705
13774,283.0,432.0,0.0,476.0,908.0,1316,972,0,2288,1,4,8,520.0,321,72,0,0,156,224229.13065461628
7130,0.0,648.0,0.0,216.0,864.0,864,0,0,864,1,2,5,312.0,0,0,0,0,0,117718.75888412783
9600,0.0,0.0,0.0,1568.0,1568.0,1568,0,0,1568,1,3,7,440.0,160,40,0,0,0,176216.19258031072
9600,252.0,698.0,0.0,467.0,1165.0,1165,896,0,2061,2,4,8,498.0,0,77,0,0,196,231746.84217966595
16500,509.0,962.0,0.0,270.0,1232.0,1320,0,0,1320,2,3,5,495.0,0,20,0,0,0,193054.83179309772
7436,0.0,734.0,0.0,160.0,894.0,894,0,0,894,1,2,5,396.0,0,0,0,360,0,146514.67635245985
8125,0.0,403.0,0.0,461.0,864.0,864,0,0,864,1,3,5,308.0,0,0,0,0,0,97311.98943844988
9450,160.0,775.0,0.0,265.0,1040.0,1362,0,0,1362,1,3,6,768.0,0,0,84,0,0,170091.3572957194
13495,70.0,625.0,201.0,222.0,1048.0,1728,0,0,1728,2,3,7,576.0,0,99,0,0,0,197033.2543073437
9350,217.0,310.0,512.0,491.0,1313.0,1313,0,0,1313,1,3,6,610.0,172,28,0,0,121,181833.6288231307
10500,144.0,998.0,0.0,294.0,1292.0,1292,0,0,1292,1,3,6,520.0,0,32,0,0,92,171708.5625482128
8970,0.0,388.0,0.0,356.0,744.0,825,1315,0,2140,2,4,7,549.0,0,40,264,0,0,182827.74495373043
11475,90.0,568.0,0.0,640.0,1208.0,1576,0,0,1576,1,4,7,368.0,85,0,0,0,0,146468.24739420475
9768,0.0,100.0,247.0,613.0,960.0,960,0,0,960,1,2,5,330.0,0,70,0,0,0,120904.39809122626
9900,0.0,1173.0,0.0,507.0,1680.0,1691,0,0,1691,1,2,5,550.0,0,67,260,0,0,194451.4688454461
10573,3.0,1312.0,0.0,141.0,1453.0,1453,0,0,1453,2,3,6,530.0,0,49,0,0,288,217187.8531278425
14695,210.0,1387.0,0.0,175.0,1562.0,1567,0,0,1567,2,2,5,542.0,0,110,0,0,342,253973.16970512006
8760,164.0,856.0,0.0,313.0,1169.0,1144,0,0,1144,1,3,6,286.0,257,0,0,0,0,147647.48640230222
12285,128.0,544.0,0.0,785.0,1329.0,1329,0,0,1329,1,3,5,441.0,0,0,203,0,0,141588.72163482392
9240,0.0,708.0,0.0,280.0,988.0,988,0,0,988,2,3,6,297.0,156,0,0,0,0,143192.06028718507
8750,0.0,435.0,202.0,565.0,1202.0,1202,0,0,1202,1,3,6,304.0,0,35,120,0,0,123379.70805411365
8750,0.0,172.0,483.0,727.0,1382.0,1382,0,0,1382,1,3,6,350.0,280,0,0,0,0,153433.5338784403
10400,0.0,155.0,750.0,295.0,1200.0,1200,0,0,1200,1,3,6,294.0,0,189,140,0,0,118934.89714377378
9482,657.0,0.0,0.0,1866.0,1866.0,1866,0,0,1866,2,4,8,495.0,0,0,0,0,0,230602.10111630973
8128,80.0,490.0,0.0,572.0,1062.0,1062,0,0,1062,1,3,6,297.0,0,0,0,0,0,121653.65473378598
13070,0.0,308.0,0.0,323.0,631.0,1112,0,0,1112,1,2,5,480.0,0,0,0,0,255,146501.95196073415
8480,0.0,700.0,0.0,93.0,793.0,793,0,0,793,1,2,4,240.0,0,0,0,0,0,102237.21686042214
7626,0.0,931.0,0.0,100.0,1031.0,1031,0,0,1031,1,2,5,230.0,0,0,0,0,0,127810.94700525122
9533,140.0,0.0,0.0,0.0,0.0,1210,0,0,1210,1,2,7,616.0,208,0,100,0,0,136442.87853996543
11419,0.0,699.0,0.0,0.0,699.0,801,726,0,1527,1,3,6,410.0,0,0,134,0,0,138978.96343488278
9600,0.0,390.0,0.0,810.0,1200.0,1200,0,0,1200,1,3,6,246.0,126,0,0,0,0,130212.28112347401
5470,0.0,0.0,0.0,792.0,792.0,792,0,0,792,1,2,4,366.0,0,90,0,0,0,104456.41951009813
10800,0.0,0.0,0.0,676.0,676.0,676,676,0,1352,2,4,7,720.0,187,0,128,0,0,162766.23796476974
8146,0.0,0.0,0.0,405.0,405.0,717,322,0,1039,1,2,6,281.0,0,0,168,0,111,108698.73147632787
10230,0.0,0.0,0.0,1054.0,1054.0,1078,0,0,1078,1,3,6,264.0,0,0,0,0,112,119143.10243088168
10410,0.0,0.0,0.0,1313.0,1313.0,1313,0,1064,2377,2,3,8,528.0,0,0,432,0,0,166363.32895602274
7200,0.0,0.0,0.0,560.0,560.0,930,760,0,1690,2,4,5,624.0,0,0,112,0,0,145347.03724572205
5400,0.0,0.0,0.0,416.0,416.0,599,0,0,599,1,2,4,0.0,0,81,0,0,0,55798.790817503694
10800,0.0,0.0,0.0,720.0,720.0,846,0,0,846,1,2,4,576.0,0,0,0,0,0,118831.88874583892
10800,0.0,0.0,0.0,630.0,630.0,725,0,0,725,1,1,4,320.0,0,30,0,0,0,110212.35230058897
9671,480.0,0.0,0.0,1248.0,1248.0,1248,1296,0,2544,2,6,12,907.0,0,0,0,0,0,263337.7767687525
10143,295.0,384.0,0.0,996.0,1380.0,1380,0,0,1380,1,3,6,364.0,0,0,0,0,216,174256.47299643248
11500,0.0,872.0,60.0,108.0,1040.0,1040,0,0,1040,1,3,6,480.0,0,0,156,0,0,128078.53223136878
8010,0.0,745.0,0.0,206.0,951.0,951,0,0,951,1,2,6,480.0,0,0,42,0,0,141883.64261609298
10454,143.0,546.0,0.0,559.0,1105.0,1105,0,0,1105,1,3,5,308.0,0,0,0,0,0,123866.10028830738
9000,82.0,0.0,0.0,160.0,160.0,1142,0,0,1142,1,2,5,384.0,0,28,64,0,0,101448.5287550645
8064,0.0,621.0,0.0,174.0,795.0,765,368,0,1133,1,3,5,900.0,0,0,0,0,231,172623.92440495922
7350,0.0,0.0,0.0,1041.0,1041.0,1041,0,0,1041,1,3,6,294.0,0,0,0,0,0,110767.31139945297
7200,0.0,630.0,102.0,0.0,732.0,732,0,0,732,1,2,4,240.0,0,68,0,0,0,97241.24211193631
8000,0.0,433.0,95.0,0.0,528.0,1183,0,0,1183,1,3,6,288.0,0,0,0,0,0,101018.54753698004
10800,0.0,0.0,0.0,832.0,832.0,832,629,0,1461,2,4,6,384.0,0,204,0,0,0,142993.4933868637
8064,0.0,120.0,0.0,744.0,864.0,1064,0,431,1495,1,3,6,576.0,180,36,0,0,0,137779.79418392252
7570,420.0,0.0,0.0,780.0,780.0,993,813,0,1806,1,4,8,483.0,0,55,0,0,0,168722.5500229835
8604,124.0,941.0,0.0,0.0,941.0,941,0,0,941,1,2,4,564.0,0,40,0,0,0,145959.1537604004
7936,0.0,826.0,0.0,219.0,1045.0,1045,0,0,1045,1,3,6,264.0,0,0,0,0,0,118395.62432103342
4080,0.0,0.0,0.0,901.0,901.0,861,517,0,1378,1,3,6,162.0,54,0,40,0,0,116329.04942292084
10307,0.0,633.0,0.0,339.0,972.0,972,972,0,1944,2,4,12,324.0,0,28,169,0,0,198070.6240521467
15660,0.0,0.0,0.0,240.0,240.0,810,496,0,1306,1,3,6,472.0,0,0,0,0,0,113398.32910767474
9900,0.0,0.0,0.0,504.0,504.0,764,700,0,1464,2,3,7,0.0,0,0,176,0,0,114867.48291878225
6406,0.0,421.0,0.0,269.0,690.0,868,690,0,1558,1,3,7,400.0,0,36,0,0,182,159268.14187142788
7627,0.0,0.0,0.0,600.0,600.0,1101,600,0,1701,2,4,8,0.0,0,0,148,0,0,114933.90945476801
10134,0.0,0.0,0.0,801.0,801.0,801,646,0,1447,1,3,6,0.0,80,0,244,0,0,99059.13377774562
6000,0.0,384.0,0.0,384.0,768.0,768,560,0,1328,1,3,6,308.0,0,12,0,0,0,125106.0341176865
7404,0.0,0.0,0.0,861.0,861.0,861,0,0,861,1,2,5,288.0,0,0,128,0,0,102796.40732684071
5925,0.0,0.0,0.0,0.0,0.0,612,0,0,612,1,1,4,308.0,0,0,25,0,0,78177.46423170049
8520,0.0,0.0,0.0,624.0,624.0,792,0,0,792,1,2,5,287.0,0,0,81,0,0,93492.3770677685
9600,0.0,0.0,0.0,677.0,677.0,833,677,0,1510,2,3,7,720.0,0,0,160,0,0,176200.41208579656
8400,0.0,0.0,0.0,917.0,917.0,1090,917,0,2007,2,3,8,357.0,0,235,0,0,0,198647.2406941435
3600,0.0,0.0,0.0,624.0,624.0,664,624,0,1288,1,3,5,280.0,0,103,0,0,0,108118.83758694126
3300,0.0,0.0,0.0,624.0,624.0,816,0,0,816,1,2,5,0.0,0,33,0,0,0,76243.84287971095
5400,0.0,0.0,0.0,972.0,972.0,1044,0,436,1480,1,3,6,207.0,0,0,176,0,0,95213.72378073046
9720,0.0,0.0,0.0,741.0,741.0,780,741,0,1521,1,4,8,640.0,0,0,238,0,0,138287.2599450913
9392,0.0,0.0,0.0,245.0,245.0,797,0,0,797,1,2,5,0.0,0,36,94,0,0,58745.51793855168
6615,0.0,0.0,0.0,1022.0,1022.0,1432,0,0,1432,1,3,6,216.0,266,61,0,0,0,132706.02003958795
4960,0.0,0.0,0.0,297.0,297.0,1001,653,0,1654,2,3,7,336.0,244,60,0,0,0,157199.53190490036
6000,444.0,220.0,0.0,248.0,468.0,822,320,0,1142,1,3,6,320.0,0,0,98,0,0,115798.44764913716
6120,0.0,0.0,0.0,960.0,960.0,995,0,0,995,1,2,5,264.0,0,15,51,0,0,113318.33667117763
6120,0.0,273.0,0.0,679.0,952.0,994,588,0,1582,2,3,6,250.0,189,0,34,150,0,172340.04177817111
8635,0.0,134.0,0.0,938.0,1072.0,1072,0,0,1072,1,2,5,1184.0,0,0,105,0,0,187414.31093196344
8094,0.0,0.0,0.0,1048.0,1048.0,1048,720,0,1768,2,3,8,576.0,0,0,150,0,0,196035.22054736674
9928,0.0,0.0,0.0,672.0,672.0,1272,672,0,1944,2,3,8,216.0,24,28,0,0,0,170367.76488497938
3000,0.0,0.0,0.0,1040.0,1040.0,1088,1040,0,2128,2,4,11,0.0,0,56,0,0,0,178192.23940972143
6876,0.0,522.0,0.0,198.0,720.0,1146,784,0,1930,2,4,8,316.0,0,0,213,0,0,157024.37815617654
5775,0.0,0.0,0.0,483.0,483.0,741,686,0,1427,1,3,7,379.0,0,24,112,0,0,121853.48687057685
5852,188.0,169.0,0.0,851.0,1020.0,978,886,0,1864,2,6,9,0.0,0,188,102,0,0,126847.87429264504
5160,0.0,0.0,0.0,1204.0,1204.0,1204,462,0,1666,1,3,4,384.0,0,0,148,0,0,135903.38286582194
5160,0.0,749.0,63.0,46.0,858.0,892,0,0,892,1,1,5,0.0,0,0,105,0,160,120202.16793989892
10320,0.0,276.0,262.0,160.0,698.0,754,649,0,1403,1,3,7,308.0,0,0,288,0,0,117915.50842321581
4280,0.0,0.0,0.0,560.0,560.0,704,0,0,704,1,2,4,220.0,0,0,24,0,0,78416.48156470057
10800,0.0,1200.0,0.0,0.0,1200.0,1200,0,0,1200,3,3,5,0.0,120,0,0,0,0,156791.0740502694
10547,0.0,1152.0,0.0,0.0,1152.0,1152,0,0,1152,2,2,6,252.0,0,0,0,0,0,168243.08717299116
9780,0.0,0.0,0.0,585.0,585.0,687,425,0,1112,2,4,6,226.0,0,0,0,0,0,101215.89922967061
11625,172.0,527.0,0.0,525.0,1052.0,1052,0,0,1052,1,3,6,668.0,0,215,0,0,0,157537.71974024244
8014,23.0,456.0,0.0,0.0,456.0,1034,0,0,1034,1,3,5,504.0,0,0,0,0,0,104367.5129824891
15400,0.0,0.0,0.0,552.0,552.0,904,611,259,1774,2,4,8,384.0,290,40,0,0,0,157946.50354126038
15312,54.0,588.0,0.0,550.0,1138.0,1138,0,0,1138,1,3,6,480.0,0,0,0,0,140,152679.9281869218
15584,366.0,0.0,0.0,825.0,825.0,2071,0,0,2071,1,4,9,336.0,131,28,0,0,0,169005.64906295337
9000,0.0,0.0,0.0,0.0,0.0,660,0,0,660,1,2,5,0.0,0,0,100,0,0,43110.73448297188
15635,0.0,0.0,0.0,0.0,0.0,1383,0,0,1383,1,2,6,498.0,0,0,90,0,110,123239.82279453262
9571,0.0,257.0,0.0,816.0,1073.0,1073,0,0,1073,1,2,5,340.0,0,0,0,0,0,131958.84994554208
9350,0.0,342.0,0.0,405.0,747.0,892,747,0,1639,1,3,6,240.0,0,50,0,0,0,135310.20289851364
7440,0.0,173.0,0.0,916.0,1089.0,1089,0,0,1089,1,3,5,252.0,328,0,0,0,0,122679.66151053508
4235,149.0,552.0,393.0,104.0,1049.0,1049,0,0,1049,2,2,5,266.0,0,105,0,0,0,153245.9027541898
10778,0.0,460.0,286.0,308.0,1054.0,1061,0,0,1061,1,1,4,462.0,114,36,0,0,0,158584.1083801799
19255,100.0,70.0,450.0,0.0,520.0,1338,0,0,1338,1,2,5,576.0,0,0,0,0,0,140735.1811258721
10560,0.0,474.0,0.0,605.0,1079.0,1079,800,0,1879,2,3,8,473.0,400,100,144,0,0,221825.5767171407
26400,0.0,0.0,0.0,0.0,0.0,1288,728,0,2016,1,4,7,576.0,0,0,0,0,0,133858.33306923578
7018,0.0,0.0,0.0,0.0,0.0,1114,1114,0,2228,2,6,8,720.0,73,0,0,0,0,147548.5973777726
7018,0.0,0.0,0.0,0.0,0.0,1535,0,0,1535,2,4,8,400.0,0,0,0,0,0,112685.50767673364
7040,216.0,1094.0,0.0,0.0,1094.0,1229,0,0,1229,0,2,6,672.0,120,0,0,0,0,171514.84369149202
7007,0.0,0.0,0.0,0.0,0.0,1513,0,0,1513,2,4,8,400.0,0,0,0,0,0,111831.95937028475
11855,23.0,820.0,0.0,348.0,1168.0,1168,1619,0,2787,4,6,8,820.0,312,0,0,0,0,291656.1766704393
7939,23.0,820.0,0.0,348.0,1168.0,1168,1619,0,2787,4,6,8,820.0,312,0,0,0,0,290605.39051251847
7976,23.0,820.0,0.0,348.0,1168.0,1168,1619,0,2787,4,6,8,820.0,312,0,0,0,0,290615.3187780556
10933,242.0,1021.0,0.0,534.0,1555.0,1680,0,0,1680,1,1,8,1138.0,185,24,0,0,0,294865.59893533296
10816,364.0,1104.0,0.0,616.0,1720.0,1720,0,0,1720,2,3,8,846.0,208,104,0,0,0,275199.4553924813
9178,0.0,0.0,0.0,1468.0,1468.0,1468,0,0,1468,2,3,6,904.0,192,142,0,0,0,220789.26363329912
11422,352.0,1359.0,0.0,479.0,1838.0,1838,0,0,1838,2,3,7,524.0,154,222,0,0,0,257340.09061392644
6762,0.0,902.0,0.0,380.0,1282.0,1290,0,0,1290,2,2,6,662.0,168,0,0,0,0,212386.42259895828
10324,140.0,872.0,0.0,382.0,1254.0,1254,0,0,1254,2,2,5,810.0,168,92,0,0,0,223281.93370488132
11645,76.0,24.0,0.0,1474.0,1498.0,1498,0,0,1498,2,3,7,844.0,144,98,0,0,0,225399.83458036007
11646,0.0,0.0,0.0,704.0,704.0,704,718,0,1422,2,3,7,440.0,36,28,0,0,0,163758.48545514303
16698,0.0,800.0,0.0,649.0,1449.0,944,815,0,1759,2,3,7,525.0,150,193,0,0,0,231536.2224662361
9757,0.0,755.0,0.0,235.0,990.0,990,0,0,990,1,3,5,440.0,66,0,0,0,92,130539.7288920137
14753,0.0,950.0,0.0,513.0,1463.0,1463,0,0,1463,2,3,5,539.0,0,81,0,0,0,190151.8087773668
8750,120.0,606.0,0.0,322.0,928.0,928,844,0,1772,2,3,7,492.0,150,96,0,0,0,209061.33188328124
10739,68.0,1259.0,0.0,172.0,1431.0,1444,0,0,1444,2,3,6,577.0,144,40,0,0,0,207751.68698575624
11166,180.0,24.0,0.0,1468.0,1492.0,1492,0,0,1492,2,3,6,608.0,0,114,0,0,168,211603.35134083324
16269,76.0,625.0,0.0,282.0,907.0,907,0,0,907,1,3,5,343.0,72,0,0,0,0,114305.1913538155
6950,40.0,710.0,72.0,132.0,914.0,914,0,0,914,1,2,5,444.0,0,0,0,0,0,133112.38707464305
11664,0.0,1234.0,0.0,335.0,1569.0,1611,0,0,1611,2,3,6,1231.0,262,93,0,0,0,270968.4759217829
12334,198.0,0.0,0.0,1068.0,1068.0,1068,1116,0,2184,2,4,8,570.0,192,132,0,0,0,228105.02684252986
8749,0.0,0.0,0.0,840.0,840.0,840,885,0,1725,2,3,6,550.0,0,48,0,0,0,183368.09532059755
11250,0.0,0.0,0.0,944.0,944.0,944,926,0,1870,2,3,6,608.0,256,43,0,0,0,210087.5342140763
15750,260.0,1246.0,0.0,216.0,1462.0,1513,0,0,1513,2,2,5,521.0,135,34,0,0,0,227936.71303918486
12782,164.0,1360.0,0.0,462.0,1822.0,1828,0,0,1828,2,3,7,523.0,194,144,0,0,0,249170.23659312472
8750,209.0,1111.0,0.0,306.0,1417.0,1417,0,0,1417,2,3,7,511.0,60,0,0,0,117,214251.44407209847
10200,180.0,1478.0,0.0,100.0,1578.0,1602,0,0,1602,2,3,7,810.0,0,48,0,0,195,256428.5596801999
11069,0.0,0.0,0.0,608.0,608.0,608,788,0,1396,2,3,6,440.0,100,36,0,0,0,157378.37070144957
10682,0.0,399.0,0.0,615.0,1014.0,1149,0,0,1149,1,3,7,544.0,0,240,0,0,0,148211.65509189686
3675,80.0,547.0,0.0,0.0,547.0,1072,0,0,1072,1,2,5,525.0,0,28,0,0,0,131192.58573066854
6410,0.0,332.0,243.0,301.0,876.0,876,0,0,876,1,3,5,320.0,0,0,0,0,0,96495.55117070177
11767,0.0,1078.0,0.0,0.0,1078.0,1368,0,0,1368,1,3,6,195.0,0,41,211,0,0,122447.38869291554
10926,74.0,0.0,0.0,1678.0,1678.0,1678,0,0,1678,2,6,10,0.0,0,0,0,0,0,132588.97512725048
11767,259.0,546.0,0.0,604.0,1150.0,1560,0,0,1560,1,2,7,313.0,0,0,0,0,0,177732.5065557684
8212,0.0,626.0,0.0,94.0,720.0,854,444,0,1298,1,3,6,256.0,84,0,0,0,0,123565.32939014373
6300,88.0,832.0,0.0,0.0,832.0,832,436,0,1268,1,3,7,250.0,0,0,55,0,0,130966.39812505274
5707,0.0,0.0,0.0,583.0,583.0,647,595,0,1242,1,3,6,180.0,329,96,0,0,0,118317.38784896814
8574,0.0,0.0,0.0,816.0,816.0,1232,0,0,1232,1,3,6,440.0,0,0,180,0,0,112721.6115852102
7155,0.0,0.0,0.0,600.0,600.0,628,600,0,1228,1,3,6,215.0,0,113,0,0,195,120386.03543116359
13680,0.0,728.0,0.0,112.0,840.0,840,727,0,1567,1,2,6,440.0,0,21,150,0,0,166310.7976959686
14680,0.0,793.0,0.0,480.0,1273.0,1273,0,0,1273,1,2,5,307.0,483,0,0,0,115,182552.03023325093
8145,0.0,246.0,0.0,674.0,920.0,1240,1240,0,2480,2,5,13,400.0,0,0,57,0,0,213922.05576999777
9100,0.0,154.0,694.0,264.0,1112.0,1112,0,0,1112,1,2,6,390.0,0,0,0,0,0,139194.61811754343
13339,132.0,65.0,875.0,621.0,1561.0,1561,0,0,1561,2,3,6,463.0,0,148,0,0,120,197776.94521022085
15600,0.0,312.0,507.0,248.0,1067.0,986,537,0,1523,2,3,7,295.0,0,0,81,0,0,164046.33653489148
17500,420.0,784.0,435.0,91.0,1310.0,1906,0,0,1906,1,3,6,576.0,0,201,0,0,0,205576.0440452045
